host_response_time,room_type,host_response_rate,host_acceptance_rate,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_len,neighborhood_overview_len,host_verifications_len,has_wifi,has_pool,has_kitchen,has_washer,has_dryer,has_ac,has_self_checkin,has_workspace,has_pet_allowed,has_free_parking,desc_1,desc_2,desc_3,desc_4,desc_5,n_1,n_2,n_3,target
1.0,1,100.0,99.0,68.0,1.0,1.0,6,2,2,2,3,1125,29,29,1,1,1,1,1,1,1,1,24,24,0,0,2.76,50,0.0,7,1,1,1,1,1,1,0,0,0,1,0.3723631051951638,-0.06394557148130522,-0.059573728934059274,0.010358450637760542,-0.0893652991119614,0.0,0.0,0.0,1
3.0,1,94.0,57.0,1.0,1.0,1.0,6,2,2,3,2,1125,24,24,2,2,2,1,1,1,2,0,15,15,0,0,2.28,32,0.0,4,1,1,1,1,1,1,0,0,0,1,0.055485008369285646,0.03257607638460637,-0.008401871164143891,-0.0760895535394226,0.0004182577153270587,0.0,0.0,0.0,1
1.0,1,100.0,100.0,2.0,1.0,1.0,3,1,1,1,4,20,16,16,3,4,3,4,4,1,2,1,2,2,0,0,1.53,12,63.0,5,1,0,0,1,1,1,0,0,0,1,0.1839426043451411,0.0005711113252355518,0.06252821539639489,-0.08735157065166882,-0.11006556873367235,0.006594956810581271,-0.010012060751919367,-0.01122213963623845,2
1.0,1,100.0,100.0,0.0,1.0,1.0,4,2,2,2,5,1125,6,6,4,4,4,4,4,4,3,0,1,1,0,0,0.59,50,0.0,2,1,0,1,1,1,1,0,0,0,1,0.25204282230810315,0.011540841287013234,0.008003092307246933,0.024498798662107003,-0.001762114066517141,0.0,0.0,0.0,1
1.0,1,100.0,99.0,4.0,1.0,1.0,2,1,1,1,1,26,84,84,3,3,3,3,3,1,4,1,4,4,0,0,7.83,39,62.0,7,1,0,1,0,0,1,0,0,0,1,0.2789566958219899,-0.15402379800242783,-0.02088632172150414,-0.008612240817482204,-0.10623506651324396,0.16367246887884315,-0.1682358000439377,-0.0489469069894004,0
1.0,1,98.0,28.0,86.0,1.0,1.0,4,1,1,3,3,1125,1,1,4,4,4,4,4,4,4,0,5,5,0,0,0.1,48,0.0,8,1,1,1,1,1,1,0,0,0,1,0.14978503216777492,-0.009563611572080914,0.02503838700596535,-0.01314012259551143,0.02151845301837681,0.0,0.0,0.0,1
1.0,1,99.0,94.0,53.0,1.0,1.0,16,4,5,5,5,182,9,9,1,1,1,2,1,2,2,1,53,53,0,0,1.0,45,0.0,8,1,0,1,0,0,0,0,0,0,1,0.1700615690913447,0.06320761045533582,0.0605435735751113,-0.04692320708094983,-0.031710702341982984,0.0,0.0,0.0,2
3.0,1,70.0,71.0,2.0,1.0,1.0,2,1,1,1,14,60,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,50,0.0,5,1,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1,100.0,100.0,0.0,1.0,0.0,2,1,1,1,2,28,34,34,3,3,3,3,4,2,2,1,2,2,0,0,4.06,21,337.0,2,1,0,1,0,0,1,0,0,0,1,0.07269511049651226,0.011617557889372713,0.05712060778684239,-0.060612504542962894,-0.0604117864015814,0.1092181417064485,-0.13577629411327002,-0.01873423135383444,1
1.0,1,100.0,99.0,1.0,1.0,1.0,3,1,1,1,1,1125,24,24,4,4,3,4,4,3,3,1,2,2,0,0,2.36,36,183.0,10,0,0,1,1,1,1,0,0,0,1,0.23851703427604137,-0.06460101513965517,0.003663239318415963,0.02867960876010186,-0.0815624834348287,0.12083327068255342,-0.14956712768249023,0.0177101407491909,0
1.0,1,100.0,99.0,3.0,1.0,0.0,6,1,2,3,1,365,40,40,2,2,3,1,1,2,2,1,7,7,0,0,4.24,49,414.0,3,1,0,1,0,1,1,0,0,0,1,0.2040755620078705,0.011540418319145127,-0.01159665943532297,-0.047361744399546914,0.005459123857048785,0.07476134462293105,-0.0806851022993813,-0.02788993431137804,2
1.0,1,94.0,97.0,62.0,1.0,1.0,8,2,2,4,3,7,33,33,3,2,4,1,4,3,4,0,3,3,0,0,4.19,41,690.0,4,1,0,1,1,1,1,0,0,0,1,0.2748958519332139,0.08577525809259635,-0.04080804395653185,0.02136415265626142,0.05681540229452984,0.1278150693030126,-0.05998059545731463,0.036705274810122944,0
1.0,1,96.0,100.0,3.0,1.0,1.0,12,4,5,5,5,1125,24,24,3,3,3,4,4,3,4,1,3,3,0,0,2.42,44,122.0,7,1,0,1,1,1,1,0,0,0,1,0.2866493702243173,-0.030222687090218664,0.01771776395349175,-0.0761736682329652,-0.11218048130081905,0.034590837948732515,-0.044613946514056015,-0.009770131036182794,2
1.0,1,100.0,99.0,0.0,1.0,1.0,10,2,4,5,1,1125,6,6,1,1,1,1,1,1,1,1,1,1,0,0,2.37,39,0.0,2,1,0,1,0,0,1,0,0,0,1,0.14930638673254193,0.11285648535108549,0.06911416985000837,-0.1258075442006027,-0.13744717257180536,0.0,0.0,0.0,0
5.0,1,0.0,97.0,2.0,1.0,0.0,6,2,2,3,2,1125,5,5,1,1,1,1,1,1,1,1,2,2,0,0,0.47,48,0.0,2,1,1,1,1,1,1,0,0,0,1,0.24069322779368071,0.03530267970429125,0.015569054621164823,-0.04005379898075715,-0.031400368149535555,0.0,0.0,0.0,1
1.0,2,100.0,100.0,0.0,1.0,1.0,1,1,1,1,7,90,0,0,5,5,5,5,5,5,5,1,3,0,3,0,0.0,46,0.0,6,1,1,1,1,1,1,0,0,0,1,0.3374609313432532,-0.10775663095786298,-0.020880675353388434,0.0057988138419281555,-0.042043007332586466,0.0,0.0,0.0,2
1.0,2,100.0,60.0,0.0,1.0,0.0,2,1,1,2,2,1125,2,2,1,1,4,4,4,4,1,1,3,0,3,0,0.19,13,269.0,2,1,0,1,1,1,1,0,0,0,1,0.29099684034833984,-0.04296837464176547,-0.04083562732441736,-0.0010135465468896878,-0.14249505594230494,0.06493831863638386,-0.09970285719118983,-0.054580229851007175,2
3.0,2,90.0,25.0,1.0,1.0,1.0,1,1,1,1,1,90,2,2,4,4,4,1,1,4,1,0,1,0,1,0,0.24,48,0.0,1,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,99.0,96.0,157.0,1.0,1.0,6,2,2,4,1,365,2,2,4,1,4,4,4,4,1,0,152,152,0,0,0.2,49,28.0,10,1,1,1,1,1,1,0,0,0,1,0.2535822262926767,0.06377451301413227,0.01650752796949072,0.027956288040807055,-0.02943197166514946,0.05499274856282821,-0.0540583437416791,-0.002303017768410556,1
1.0,1,99.0,100.0,21.0,1.0,1.0,3,1,1,2,3,120,14,14,2,2,2,2,2,2,3,1,15,15,0,0,1.41,63,521.0,5,1,0,1,1,1,1,0,0,0,1,0.2834668134620671,-0.00541920461881451,0.01348544004641426,0.05088129483983503,-0.001174716276358398,0.17287846477984217,-0.07009464032355504,-0.03742834293241012,0
1.0,1,100.0,100.0,21.0,1.0,1.0,5,1,1,3,2,90,23,23,1,1,1,1,1,1,1,1,5,5,0,0,2.35,47,1000.0,5,1,0,1,0,0,1,0,0,0,1,0.32710869821987165,-0.05895621876392662,-0.025518240072022854,0.1238791119579552,-0.016459492872379265,0.63147369385393,0.35315550729534984,-0.032657389326627866,1
1.0,1,100.0,83.0,0.0,1.0,1.0,3,1,6,1,2,1125,8,8,1,2,3,4,1,1,2,1,1,1,0,0,1.03,22,52.0,3,1,0,1,0,1,1,0,0,0,1,0.22372590595327446,-0.07284637950473032,0.045597050108237454,0.015528890923535849,-0.021588757012322813,0.035702310016482955,-0.06192635228520536,-0.031518479012338146,1
1.0,1,100.0,100.0,21.0,1.0,1.0,6,1,1,3,2,90,21,21,1,1,1,2,1,1,1,1,5,5,0,0,2.11,41,1000.0,5,1,0,1,0,0,1,0,0,0,1,0.3106449869195183,-0.04929066999948809,-0.020988479866631025,0.11756399301639328,-0.014827328248011477,0.63147369385393,0.35315550729534984,-0.032657389326627866,1
1.0,2,67.0,80.0,1.0,1.0,1.0,1,2,1,1,15,365,0,0,5,5,5,5,5,5,5,0,1,0,1,0,0.0,9,0.0,1,1,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,100.0,100.0,21.0,1.0,1.0,6,1,1,1,2,90,25,25,1,1,1,1,1,1,1,1,5,5,0,0,2.44,50,1000.0,5,1,0,1,0,0,1,0,0,0,1,0.4109008271424476,-0.13108949501020176,-0.06788833342146473,0.14207707495629487,-0.030781727623117035,0.63147369385393,0.35315550729534984,-0.032657389326627866,1
1.0,1,100.0,100.0,8.0,1.0,1.0,6,2,2,2,1,30,41,41,3,2,2,3,2,1,2,1,8,6,2,0,3.84,36,154.0,8,1,0,1,0,0,1,0,0,0,1,0.23238279550577806,-0.01707425281425205,-0.027439989350545573,-0.01308992747967464,-0.12312860497469492,0.08719499162830767,-0.11841190541893323,-0.008549376713959066,2
1.0,1,100.0,100.0,8.0,1.0,1.0,2,1,6,1,1,30,64,64,2,3,3,2,2,1,3,1,8,6,2,0,6.15,36,154.0,8,1,0,0,0,0,1,0,0,0,1,0.18949917119538462,-0.003071587660673023,0.03815635243442586,0.003909544870800167,-0.05399104938836316,0.08719499162830767,-0.11841190541893323,-0.008549376713959066,2
1.0,1,100.0,95.0,38.0,1.0,1.0,3,1,6,1,3,365,20,20,3,2,2,2,1,3,3,0,32,32,0,0,1.9,26,139.0,7,1,1,1,1,1,1,0,0,0,1,0.23986569602965604,-0.05158083704283699,0.04185146646366159,-0.06393325196731936,-0.035693487253242624,0.10187547595730932,-0.18386078479411566,0.014993180065111375,0
1.0,1,100.0,100.0,1.0,1.0,1.0,8,2,3,4,2,1125,16,16,1,1,1,2,1,1,1,1,1,1,0,0,2.3,16,0.0,1,1,0,1,1,1,1,0,0,0,1,0.07050020948145985,-0.025959607389421845,0.03440684525719451,-0.034307826464162465,-0.021327558810453524,0.0,0.0,0.0,2
1.0,1,100.0,95.0,38.0,1.0,1.0,4,1,1,1,3,365,11,11,3,4,2,2,4,4,3,0,32,32,0,0,1.06,23,0.0,7,1,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1,100.0,98.0,18.0,1.0,1.0,4,1,1,1,5,1125,26,26,2,2,2,2,1,3,3,1,16,16,0,0,2.67,50,0.0,6,1,1,1,1,1,1,0,0,0,1,0.3481813127452548,0.010758009004828107,0.013580512627387804,0.09128901276919663,-0.009705822671450037,0.0,0.0,0.0,0
1.0,1,100.0,96.0,13.0,1.0,1.0,4,1,1,2,4,90,4,4,1,1,1,1,1,1,1,1,13,13,0,0,0.4,48,529.0,7,1,0,1,0,0,1,0,0,0,1,0.3391843856488355,-0.13209459743088411,-0.031814595089815836,-0.02693071436224218,-0.016680649136143075,0.3235786812077809,-0.05584746467314765,-0.06973718208159538,1
3.0,1,94.0,57.0,1.0,1.0,1.0,6,2,2,3,2,1125,16,16,2,2,2,1,1,2,4,0,15,15,0,0,1.66,44,0.0,4,1,1,1,1,1,1,0,0,0,1,0.055485008369285646,0.03257607638460637,-0.008401871164143891,-0.0760895535394226,0.0004182577153270587,0.0,0.0,0.0,1
2.0,1,100.0,96.0,0.0,1.0,1.0,6,2,3,4,3,1125,21,21,4,4,4,4,4,2,3,0,1,1,0,0,2.06,46,236.0,5,1,0,1,1,1,1,0,0,0,1,0.34080872369283827,0.07005895246658332,-0.000843009500746873,-0.019367871724086595,-0.11517499436332455,0.23327984281205863,-0.019064521258530146,-0.00761487765096382,0
2.0,1,88.0,90.0,3.0,1.0,1.0,5,1,3,3,14,365,0,0,5,5,5,5,5,5,5,1,1,1,0,0,0.0,43,0.0,5,1,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,100.0,97.0,0.0,1.0,1.0,12,3,5,5,5,1125,14,14,1,3,1,2,1,1,2,0,1,1,0,0,1.35,45,0.0,2,1,0,1,1,1,1,0,0,0,1,0.21560884322234536,0.10879737799901226,0.027862951723523873,0.04501723058610905,-0.05206437333201332,0.0,0.0,0.0,2
1.0,1,99.0,92.0,10.0,1.0,1.0,2,1,6,1,2,31,23,23,1,1,3,2,1,3,2,0,13,13,0,0,2.2,47,0.0,7,1,0,0,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
2.0,1,100.0,99.0,55.0,1.0,1.0,7,2,2,3,4,1125,5,5,2,1,2,1,4,4,4,0,54,54,0,0,0.51,36,253.0,5,1,1,1,1,1,1,0,0,0,1,0.249727227792122,0.09520268748469347,0.06580084386489361,0.1165169021896788,0.0389241961956717,0.35605047815687046,0.06398055236801947,-0.12529511138012203,1
2.0,1,100.0,99.0,55.0,1.0,1.0,7,2,2,3,4,1125,4,4,2,2,4,4,4,4,2,0,54,54,0,0,0.43,50,253.0,5,1,1,1,1,1,1,0,0,0,1,0.249727227792122,0.09520268748469347,0.06580084386489361,0.1165169021896788,0.0389241961956717,0.35605047815687046,0.06398055236801947,-0.12529511138012203,1
2.0,1,100.0,99.0,55.0,1.0,1.0,6,2,2,3,4,1125,5,5,1,2,1,1,1,1,1,0,54,54,0,0,0.73,48,0.0,5,1,1,1,1,1,1,0,0,0,1,0.24652200454661533,-0.10337953966782787,-0.05371228368760039,-0.07620113366036552,0.020983589707353048,0.0,0.0,0.0,1
2.0,1,100.0,99.0,55.0,1.0,1.0,6,2,2,3,4,1125,5,5,1,1,1,1,4,4,1,0,54,54,0,0,0.47,42,0.0,5,1,1,1,1,1,1,0,0,0,1,0.24652200454661533,-0.10337953966782787,-0.05371228368760039,-0.07620113366036552,0.020983589707353048,0.0,0.0,0.0,1
1.0,2,100.0,60.0,0.0,1.0,0.0,2,1,1,2,1,1125,1,1,4,4,4,4,4,4,4,1,3,0,3,0,0.15,14,71.0,2,1,0,1,1,1,1,0,0,0,1,0.2592496652606224,-0.09391128459347603,-0.03434600970941772,-0.018855160551390603,-0.11227134624945122,0.03699228919222646,-0.0654440660971103,-0.06341387275596876,1
1.0,2,88.0,95.0,13.0,1.0,1.0,2,2,1,1,1,365,8,8,1,1,1,1,1,1,1,0,13,0,3,10,1.36,44,0.0,5,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
2.0,1,94.0,36.0,15.0,1.0,0.0,4,1,6,6,30,30,3,3,1,1,2,1,1,1,1,0,11,4,7,0,0.29,46,0.0,3,1,0,1,0,0,1,0,0,0,1,0.13911552457795553,-0.00518421427967703,0.003629319909477789,0.03538692379307967,-0.05957759288603608,0.0,0.0,0.0,0
5.0,1,0.0,95.0,3.0,1.0,1.0,6,2,2,4,90,1125,7,7,3,2,2,2,4,4,3,1,3,3,0,0,0.7,14,885.0,4,1,0,1,1,1,1,0,0,0,1,0.42211298694252875,0.011876491546858842,-0.05474686126173769,0.11460878351318789,0.019608757150877374,0.3565560238252899,0.02800107776818225,-0.05349441068544825,2
5.0,2,0.0,80.0,0.0,1.0,0.0,4,1,1,6,1,365,1,1,1,1,1,1,1,1,1,1,2,0,2,0,0.1,33,0.0,2,1,1,1,1,1,1,0,0,0,1,0.28981836739766986,-0.025085870793392882,-0.023342963529319253,-0.08945536465359392,-0.0015606670711209097,0.0,0.0,0.0,1
5.0,2,0.0,80.0,0.0,1.0,0.0,3,1,1,6,1,365,2,2,4,4,4,4,4,4,4,1,2,0,2,0,0.32,32,230.0,2,1,1,1,1,1,1,0,0,0,1,0.2894889974054483,-0.031601845579289814,-0.021205450102887158,-0.079862138482072,-0.008922987838591755,0.17390742005833593,-0.2048191980775834,-0.006490860572473144,2
1.0,1,100.0,96.0,1.0,1.0,1.0,6,3,3,4,4,35,30,30,3,2,2,4,4,4,3,0,1,1,0,0,2.89,24,418.0,6,1,0,1,1,1,1,0,0,0,1,0.24450065964503628,0.03273877999462445,0.01502958681679418,-0.0040110723552229865,-0.06684027521291694,0.1851919184063078,-0.01914509780767589,-0.04643145194143958,0
1.0,1,100.0,99.0,0.0,1.0,1.0,2,1,1,1,1,20,36,36,1,2,2,3,2,1,1,1,1,1,0,0,3.53,44,114.0,3,1,0,1,0,0,1,0,0,0,1,0.4429818364208324,-0.16817478723440418,-0.08343601878083899,0.043197816886507756,-0.03477614804006146,0.11819241901556199,-0.21695569495425787,0.006329411610754409,2
1.0,1,100.0,100.0,0.0,1.0,1.0,4,1,2,3,2,30,25,25,2,2,2,1,2,3,2,1,4,3,1,0,3.01,49,141.0,8,1,0,1,0,0,1,0,0,0,1,0.2656515509429471,0.05391116507707819,0.03465336346300023,0.09873477203574996,0.010816748916132275,0.1813544840490231,-0.2762877710516154,-0.06168233027735535,1
1.0,1,100.0,96.0,12.0,1.0,0.0,2,1,1,3,1,1125,2,2,4,4,4,1,4,1,1,0,11,11,0,0,0.22,26,591.0,3,1,1,0,1,1,1,0,0,0,1,0.30440444511828424,-0.13764348111002606,-0.08616920504478613,0.07702699265313107,0.02038336299492964,0.1842631702223203,-0.17499985882231187,-0.008152787993619872,1
1.0,1,100.0,94.0,10.0,1.0,1.0,4,1,1,3,4,45,21,21,2,2,1,3,2,1,3,0,17,9,8,0,2.04,49,515.0,2,1,0,1,0,0,0,0,0,0,1,0.3144838767368959,0.08535911987750258,0.026397897979922928,0.23008465657141133,0.007883043472870334,0.15934666841980813,-0.0881492961555375,-0.011855031445208141,1
1.0,1,98.0,100.0,284.0,1.0,1.0,2,1,6,1,2,1125,4,4,4,4,4,4,4,4,4,1,71,71,0,0,0.43,47,855.0,5,1,0,1,0,0,1,0,0,0,1,0.3124552166727567,-0.07955567498376906,0.06529965326698238,0.043169840252969396,-0.05627653033932101,0.34971569790555784,0.24913957136435952,0.06623603629832517,2
2.0,1,100.0,55.0,4.0,1.0,1.0,4,1,1,2,7,28,1,1,4,4,4,4,4,4,4,0,6,6,0,0,0.13,35,0.0,5,1,1,1,1,1,1,0,0,0,1,0.3084347500883499,-0.06396495279177572,-0.03478987305882635,-0.08911486458756304,0.017554039839200033,0.0,0.0,0.0,1
1.0,1,98.0,99.0,985.0,1.0,1.0,8,2,3,3,3,365,15,15,2,1,1,1,1,1,1,1,16,16,0,0,1.51,65,0.0,4,1,1,1,1,1,1,0,0,0,1,0.2070758106698361,0.05299592568688119,0.06171096573905177,-0.0818446496609609,-0.11296189307761301,0.0,0.0,0.0,2
1.0,2,73.0,99.0,6.0,1.0,1.0,1,1,1,1,1,365,16,16,1,1,1,1,1,1,1,1,6,0,3,3,1.56,7,0.0,6,1,0,1,1,1,1,0,0,0,1,0.05763438332852565,0.02873474115214103,0.019792698288087763,0.0405939743756891,-0.02747788272257195,0.0,0.0,0.0,2
1.0,4,88.0,95.0,13.0,1.0,1.0,1,2,1,2,1,1125,15,15,1,1,1,1,1,1,1,1,13,0,3,10,1.62,47,0.0,5,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,96.0,82.0,51.0,1.0,1.0,4,1,6,2,1,1125,0,0,5,5,5,5,5,5,5,1,8,8,0,0,0.0,45,157.0,5,1,1,1,1,1,1,0,0,0,1,0.34011614259894674,-0.12939477238091193,-0.07506225188494194,0.02428938477697485,-0.031386432944434176,0.4160955585843741,0.1851017951801802,-0.10968690633042619,0
5.0,1,0.0,100.0,1.0,1.0,1.0,5,2,2,2,1,1125,12,12,3,3,3,2,4,2,4,0,1,1,0,0,1.29,49,0.0,4,1,1,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1,100.0,84.0,2.0,1.0,0.0,4,2,2,2,6,30,6,6,1,1,1,1,1,1,1,0,1,1,0,0,1.98,43,185.0,2,1,0,1,0,0,1,0,0,0,1,0.2394377728784488,-0.07173103135666259,-0.0369434279263475,-0.015526344483746726,-0.10143046530677012,0.15388711681836742,-0.048438777475391,-0.04082336033154305,2
1.0,1,98.0,100.0,124.0,1.0,1.0,4,1,1,2,2,1125,3,3,2,4,2,4,4,4,2,1,122,118,4,0,0.31,55,965.0,7,1,1,1,1,1,1,0,0,0,1,0.35081258789201836,0.09034818139941542,-0.007299684062269214,0.007995100937617173,0.04400577894642242,0.24529210721460792,-0.13350756539712452,-0.0181279612176569,2
1.0,1,100.0,98.0,5.0,1.0,1.0,10,3,5,5,2,1125,8,8,4,2,4,4,4,2,4,0,5,5,0,0,1.05,25,322.0,7,1,0,1,1,1,1,0,0,0,1,0.2052972801551076,0.08387621356855632,0.0033088210487372035,-0.05860175292658381,-0.08236807700812666,0.32750207975082796,0.08196317288146106,-0.06750105804667501,1
3.0,1,100.0,69.0,1.0,1.0,1.0,5,1,2,3,3,30,11,11,3,2,3,4,4,4,3,0,1,1,0,0,1.13,31,0.0,5,1,0,1,1,1,1,0,0,0,1,0.14982308020367907,0.10511432581745608,0.07779274591504412,-0.021425657770726962,-0.06083106192930816,0.0,0.0,0.0,2
1.0,1,77.0,98.0,16.0,1.0,1.0,5,1,1,2,1,365,16,16,1,1,1,1,1,1,1,1,14,14,0,0,1.55,50,0.0,6,1,0,1,1,1,1,0,0,0,1,0.2247774212053634,0.013908405720195841,0.018817212335990867,0.02590210837088307,0.023453051933084397,0.0,0.0,0.0,2
2.0,1,100.0,55.0,4.0,1.0,1.0,4,1,1,2,7,28,2,2,4,4,4,1,4,4,1,0,6,6,0,0,0.27,24,0.0,5,1,1,1,1,1,1,0,0,0,1,0.14257917900766268,-0.08681873500247198,0.008010457005186471,-0.04507285298913954,-0.027296028471088328,0.0,0.0,0.0,1
1.0,1,100.0,96.0,2.0,1.0,1.0,6,2,3,4,5,21,13,13,2,3,2,4,4,2,2,0,2,2,0,0,1.39,48,94.0,2,1,0,1,1,1,1,0,0,0,1,0.3114167655539365,0.1152673256203411,0.022320379085702367,0.07588491793496265,-0.06529773678203249,0.0332717010266714,-0.05270539884833792,-0.03954739515149605,0
5.0,1,0.0,100.0,2.0,1.0,1.0,6,2,1,4,7,7,0,0,5,5,5,5,5,5,5,0,3,1,2,0,0.0,44,130.0,7,1,0,1,1,1,1,0,0,0,1,0.3337841807577263,-0.03674611396991306,0.023888940937836344,0.11227318481849173,0.009642051813474717,0.21586974468502218,0.09181706671171677,-0.028734991287700663,0
1.0,1,98.0,100.0,124.0,1.0,1.0,2,1,6,1,2,1125,7,7,1,2,1,1,1,4,1,1,122,118,4,0,0.77,60,1000.0,7,1,1,0,0,0,1,0,0,0,1,0.21588266215217175,-0.045677160270308846,-0.0008044314121443437,-0.02922722504685045,0.03677566735963149,0.27174625957582815,-0.058029697073455275,-0.04538904237511047,2
1.0,1,100.0,100.0,6.0,1.0,1.0,3,1,6,2,2,28,46,46,3,3,3,3,4,2,4,1,5,5,0,0,4.98,49,0.0,4,1,0,1,1,1,1,0,0,0,1,0.1820805047583706,-0.016045445316326835,0.016909802271941925,0.0007858622215371916,-0.07397249211752875,0.0,0.0,0.0,1
1.0,1,100.0,100.0,6.0,1.0,1.0,2,1,6,1,2,28,53,53,3,3,3,4,3,1,3,1,5,5,0,0,5.64,48,0.0,4,1,0,1,1,1,1,0,0,0,1,0.1820805047583706,-0.016045445316326835,0.016909802271941925,0.0007858622215371916,-0.07397249211752875,0.0,0.0,0.0,1
1.0,1,100.0,100.0,6.0,1.0,1.0,4,1,2,2,2,28,42,42,3,3,3,3,3,2,3,1,5,5,0,0,4.48,47,0.0,4,1,0,1,1,1,0,0,0,0,1,0.29707268591770714,-0.03642191501293335,-0.01550703404977155,0.027330679174611384,-0.12598533036113943,0.0,0.0,0.0,1
1.0,1,100.0,86.0,1.0,1.0,1.0,10,2,4,5,1,90,29,29,3,4,3,3,2,3,3,0,5,5,0,0,2.82,49,1000.0,7,1,1,1,1,1,1,0,0,0,1,0.337471653575624,-0.09581202380816131,-0.03945331173330263,0.039520516568257356,-0.05446007471706488,0.6411410785596342,0.3377330355368721,-0.09498043301256655,0
1.0,1,100.0,55.0,3.0,1.0,1.0,4,1,1,2,6,7,1,1,4,4,4,4,4,4,4,0,4,4,0,0,0.17,46,0.0,3,1,1,1,0,1,1,0,0,0,1,0.40909366815242976,-0.16260243511773997,-0.11658574032941668,0.007198978457223761,-0.023893086476819838,0.0,0.0,0.0,0
2.0,2,93.0,74.0,13.0,1.0,1.0,2,1,1,1,1,1125,8,8,1,1,1,4,4,4,2,0,11,2,9,0,1.38,34,0.0,3,1,0,0,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,99.0,94.0,53.0,1.0,1.0,10,2,3,5,5,182,4,4,1,1,2,1,1,4,1,1,53,53,0,0,0.41,37,0.0,8,1,0,1,0,0,0,0,0,0,1,0.2096376086226377,0.06448330885365994,0.08431677517206951,-0.014093370720578188,-0.01814616687291213,0.0,0.0,0.0,0
1.0,1,99.0,94.0,53.0,1.0,1.0,11,3,4,5,5,182,11,11,1,1,1,1,1,1,1,1,53,53,0,0,1.06,48,0.0,8,1,0,1,0,0,0,0,0,0,1,0.20569775167379492,0.06603035335171095,0.08154169497591401,-0.01261721182922969,-0.01360223814922076,0.0,0.0,0.0,0
1.0,1,96.0,99.0,39.0,1.0,1.0,6,2,2,5,1,1125,7,7,2,4,3,1,1,1,2,1,32,32,0,0,0.77,74,236.0,8,1,1,1,1,1,1,0,0,0,1,0.384733405717079,-0.04573435123845946,-0.06574703203976835,0.04992238965644912,0.05637734287257573,0.5956620816364026,0.33143078715450436,-0.09490552415710407,0
1.0,2,80.0,95.0,4.0,1.0,1.0,1,1,1,1,1,30,9,9,1,1,1,1,4,1,1,0,6,1,5,0,0.86,30,71.0,4,1,0,1,1,1,1,0,0,0,1,0.44286477859238227,-0.18429116422859512,-0.18626346221190618,0.11043664712425441,-0.08311542690484251,0.08894748613337729,-0.10568638851964748,0.03741398726835925,1
1.0,1,100.0,100.0,1.0,1.0,0.0,6,1,2,2,3,14,29,29,1,1,1,2,1,1,1,1,1,1,0,0,2.97,43,217.0,2,1,1,1,1,1,1,0,0,0,1,0.49550371535848065,-0.21249523987194155,-0.1519914238402451,0.0580907355746115,-0.004831607318285776,0.39508635158212285,0.15085484644856123,-0.07956900476520826,1
1.0,1,100.0,91.0,12.0,1.0,1.0,8,2,3,4,1,1125,0,0,5,5,5,5,5,5,5,0,7,7,0,0,0.0,21,0.0,4,1,0,1,1,1,1,0,0,0,1,0.23190073963093702,-0.10865400245810865,-0.05854962491889601,0.023424948180378498,-0.012094426229886402,0.0,0.0,0.0,2
1.0,1,98.0,100.0,25.0,1.0,1.0,7,2,3,4,2,365,0,0,5,5,5,5,5,5,5,1,23,23,0,0,0.0,17,1000.0,6,1,0,1,1,1,1,0,0,0,1,0.440985565869134,-0.11274070070908394,-0.06589927711469205,0.032549814308671786,-0.05797910738243167,0.19270308520771345,-0.09874268685878146,-0.01730737330039415,2
1.0,1,98.0,100.0,25.0,1.0,1.0,10,3,4,5,2,365,28,28,2,2,2,1,1,1,3,1,23,23,0,0,2.94,23,505.0,6,1,1,1,1,1,1,0,0,0,1,0.31191795942385997,0.04273867644384964,0.003612350240906878,-0.03476598570079953,-0.06084016435444098,0.17762152618429827,-0.2108472415105521,-0.04316117410544261,1
