host_response_time,room_type,host_response_rate,host_acceptance_rate,host_listings_count,host_has_profile_pic,host_identity_verified,accommodates,bathrooms_text,bedrooms,beds,minimum_nights,maximum_nights,number_of_reviews,number_of_reviews_ltm,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,calculated_host_listings_count,calculated_host_listings_count_entire_homes,calculated_host_listings_count_private_rooms,calculated_host_listings_count_shared_rooms,reviews_per_month,name_len,neighborhood_overview_len,host_verifications_len,has_wifi,has_pool,has_kitchen,has_washer,has_dryer,has_ac,has_self_checkin,has_workspace,has_pet_allowed,has_free_parking,desc_1,desc_2,desc_3,desc_4,desc_5,n_1,n_2,n_3,target
1.0,1,100.0,100.0,4.0,1.0,1.0,2,1,1,1,2,1125,25,25,2,4,2,3,3,2,3,1,4,4,0,0,2.4,49,383.0,5,1,0,1,1,1,1,0,0,0,1,0.09869632091327957,0.00441924235663934,0.010000537752766093,-0.0059974702144090335,-0.06913978537160234,0.0914541105380979,-0.14100293197722583,-0.03488853865049425,2
1.0,2,90.0,96.0,2.0,1.0,1.0,2,1,1,1,1,1125,38,38,3,2,2,2,2,2,3,1,2,0,2,0,4.12,29,0.0,6,1,0,1,1,1,1,0,0,0,1,0.23245774781431636,-0.03132928123012851,-0.00959329644741614,0.033750871731081995,-0.05641364327953579,0.0,0.0,0.0,0
1.0,1,100.0,99.0,54.0,1.0,1.0,8,2,2,4,7,14,0,0,5,5,5,5,5,5,5,0,9,9,0,0,0.0,48,167.0,10,1,1,1,1,1,1,0,0,0,1,0.518699577765141,-0.0736115088903474,-0.12872970585806534,0.19485287166027057,0.047875083200323076,0.1381589972659429,-0.17123110952793638,0.04548035357875957,2
1.0,2,100.0,92.0,13.0,1.0,1.0,2,1,6,1,3,30,0,0,5,5,5,5,5,5,5,1,10,0,10,0,0.0,42,0.0,7,1,0,1,1,1,1,0,0,0,1,0.39786882413911684,-0.14806909900000928,-0.003551993991661248,0.011011156264286125,0.05949003790822216,0.0,0.0,0.0,0
2.0,1,90.0,84.0,0.0,1.0,1.0,4,2,2,2,3,1125,11,11,4,4,4,4,4,4,4,0,1,1,0,0,1.18,45,0.0,6,1,0,1,1,1,1,0,0,0,1,0.07681412296737201,0.029246392400939642,0.03351190453710269,-0.06535115830370013,0.04999380435018661,0.0,0.0,0.0,2
1.0,1,98.0,100.0,124.0,1.0,1.0,4,1,1,2,4,1125,6,6,2,4,4,4,4,1,3,1,122,118,4,0,0.56,77,1000.0,7,1,1,1,0,0,1,0,0,0,1,0.20854685006092757,-0.011537432083659576,-0.010159679144862918,0.002309193089395263,0.04077891741775903,0.27174625957582815,-0.058029697073455275,-0.04538904237511047,2
3.0,1,100.0,94.0,0.0,1.0,0.0,2,1,6,2,4,1125,2,2,4,4,4,4,4,4,4,0,2,2,0,0,0.28,46,49.0,2,1,0,1,1,1,1,0,0,0,1,0.3034586951874859,-0.1050821653615792,0.002989116516379186,-0.055473050127368584,-0.09982211346409392,0.05081182649225077,-0.09783239291953566,-0.06520889460626951,1
1.0,1,100.0,86.0,1.0,1.0,1.0,8,2,4,5,1,365,29,29,1,1,2,2,1,1,2,0,2,2,0,0,3.13,49,0.0,9,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
4.0,2,0.0,19.0,0.0,1.0,0.0,2,1,1,1,1,1125,0,0,5,5,5,5,5,5,5,0,1,0,1,0,0.0,25,0.0,2,1,0,0,0,0,1,0,0,0,1,0.04781475634291255,0.025943981763636863,-0.022382248102486513,-0.04236029517465774,-0.056866458821895255,0.0,0.0,0.0,1
5.0,2,0.0,11.0,1.0,1.0,1.0,1,1,6,1,1,365,0,0,5,5,5,5,5,5,5,1,1,0,1,0,0.0,20,0.0,2,0,0,1,0,0,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0
1.0,1,99.0,98.0,49.0,1.0,1.0,2,1,6,6,1,180,4,4,1,4,4,4,4,4,1,1,48,48,0,0,0.39,34,1000.0,5,1,0,1,0,0,1,0,0,0,1,0.3783944830807871,-0.1356622708280112,-0.03615376079066177,0.07963928307804441,-0.034230842389709214,0.7121421687207513,0.3214173572069618,-0.09375321893628062,2
1.0,1,92.0,98.0,20.0,1.0,1.0,4,1,6,2,1,1125,24,24,1,1,1,1,1,1,1,0,13,12,1,0,2.48,45,0.0,5,1,1,1,1,1,1,0,0,0,1,0.16863004470584042,-0.12975470153949106,-0.026059698857969243,0.02737687107563439,0.006869436430517371,0.0,0.0,0.0,2
1.0,1,98.0,100.0,124.0,1.0,1.0,4,1,1,2,5,1125,21,21,2,2,1,1,2,4,2,1,122,118,4,0,1.94,63,1000.0,7,1,1,1,0,0,1,0,0,0,1,0.20382988886778866,0.007428019219170567,-0.002152017116750884,0.0006324574265247119,0.04824514644914986,0.27174625957582815,-0.058029697073455275,-0.04538904237511047,2
3.0,2,60.0,93.0,1.0,1.0,1.0,2,1,1,1,7,90,65,65,3,2,3,3,3,3,4,0,1,0,1,0,5.95,8,354.0,2,1,0,1,0,0,1,0,0,0,1,0.21832342433936722,-0.039603630058269904,-0.011645254695335509,0.0682732723967416,-0.060668419622976436,0.6561147521105422,0.4099206610652277,0.015007053938497213,1
2.0,1,100.0,99.0,55.0,1.0,1.0,7,2,2,3,4,1125,1,1,4,4,4,4,4,4,4,0,54,54,0,0,0.14,36,253.0,5,1,1,1,1,1,1,0,0,0,1,0.31591242137673686,0.054888916696150765,0.037683055151632755,0.12670257124638676,0.03725520079770743,0.35605047815687046,0.06398055236801947,-0.12529511138012203,1
1.0,1,100.0,89.0,1.0,1.0,1.0,2,1,6,1,10,120,5,5,4,4,4,4,4,4,4,0,6,6,0,0,0.82,46,0.0,5,1,0,1,1,1,1,0,0,0,1,0.12315697858246229,0.04992815143306731,0.0749092085803294,0.011841631890802664,-0.007626853033971694,0.0,0.0,0.0,0
4.0,1,0.0,16.0,1.0,1.0,0.0,6,2,3,5,3,1125,0,0,5,5,5,5,5,5,5,0,1,1,0,0,0.0,44,133.0,2,1,0,1,1,1,1,0,0,0,1,0.23021293706012036,-0.058369186441833795,-0.033746774077988595,-0.0010670306937573095,-0.09395566946216861,0.07335810724870089,-0.11041105308934257,-0.04281262990889531,0
3.0,1,100.0,79.0,0.0,1.0,0.0,8,2,3,4,4,1125,9,9,4,4,4,2,2,1,4,0,1,1,0,0,0.87,49,53.0,2,1,1,1,1,1,1,0,0,0,1,0.19106797904019085,0.0016209416095284324,-0.02361141580726399,-0.0783519851481151,-0.0908992747937315,0.025077782860474466,-0.040200422351899946,-0.018431370949710025,2
1.0,1,100.0,93.0,0.0,1.0,1.0,2,1,1,1,1,1125,52,52,1,2,3,2,2,1,2,0,1,1,0,0,4.88,48,0.0,3,1,0,0,0,0,1,0,0,0,1,0.21861678613487298,-0.01446743527873515,0.09695899708831189,0.08011542664484594,-0.0884547060234523,0.0,0.0,0.0,0
1.0,1,100.0,99.0,6.0,1.0,1.0,3,1,1,2,1,365,8,8,4,4,4,4,4,4,4,1,14,14,0,0,0.76,74,456.0,5,1,1,1,1,1,1,0,0,0,1,0.21819393195278822,0.017750694805741395,-0.03418237762447039,-0.03927168831439898,0.04119951030624178,0.05921735706833533,-0.07819252624774614,-0.031875612043978666,2
1.0,1,100.0,100.0,0.0,1.0,0.0,9,3,4,4,1,1125,20,20,4,4,3,4,2,3,4,1,1,1,0,0,2.33,27,0.0,2,1,0,1,1,1,1,0,0,0,1,0.09114611220895816,0.06705909035685251,0.04017617677727807,0.016322844240359007,-0.06628907986361096,0.0,0.0,0.0,1
1.0,1,100.0,94.0,0.0,1.0,1.0,6,2,2,3,1,1125,75,75,3,3,4,4,4,3,4,0,1,1,0,0,7.43,48,417.0,4,0,0,1,0,0,0,0,0,0,1,0.22217885437472654,0.07180961302547328,0.009602086945937487,-0.06771353595181687,-0.06502835022594444,0.08881592184394196,-0.05088403797104311,0.014894065136439424,2
1.0,1,100.0,59.0,2.0,1.0,1.0,4,1,1,2,2,30,0,0,5,5,5,5,5,5,5,0,4,4,0,0,0.0,50,1000.0,7,0,1,1,1,1,1,0,0,0,1,0.42610190920220353,-0.14435536795277326,-0.09130532006913479,0.005186634752236045,0.006401170107092064,0.3537912538917386,0.11918121774172771,-0.04534803376650717,0
1.0,1,100.0,59.0,2.0,1.0,1.0,6,2,2,2,2,30,0,0,5,5,5,5,5,5,5,0,4,4,0,0,0.0,50,1000.0,7,0,1,1,1,1,1,0,0,0,1,0.4123625179308296,-0.12478187436602235,-0.08670568456459593,0.025531929294695332,0.01164917559843858,0.3537912538917386,0.11918121774172771,-0.04534803376650717,0
1.0,1,100.0,59.0,2.0,1.0,1.0,4,1,1,2,2,30,0,0,5,5,5,5,5,5,5,0,4,4,0,0,0.0,43,1000.0,7,0,1,1,1,1,1,0,0,0,1,0.42610190920220353,-0.14435536795277326,-0.09130532006913479,0.005186634752236045,0.006401170107092064,0.3537912538917386,0.11918121774172771,-0.04534803376650717,0
1.0,1,100.0,59.0,2.0,1.0,1.0,6,2,2,3,2,30,0,0,5,5,5,5,5,5,5,0,4,4,0,0,0.0,46,1000.0,7,0,1,1,1,1,1,0,0,0,1,0.47042186136181163,-0.1575526719742239,-0.1133161154054029,0.026870395109887476,0.006209676933285615,0.3537912538917386,0.11918121774172771,-0.04534803376650717,0
1.0,1,100.0,100.0,1.0,1.0,1.0,5,1,2,2,2,30,1,1,4,1,1,4,4,4,4,0,1,1,0,0,0.1,32,0.0,6,1,0,1,0,0,0,0,0,0,1,0.13819066334337368,0.07704664652463925,0.037926450520695223,-0.017668085132628016,-0.09180810016055312,0.0,0.0,0.0,2
1.0,1,100.0,89.0,0.0,1.0,1.0,4,1,1,3,3,1125,1,1,4,4,1,4,4,4,4,0,1,1,0,0,0.1,39,0.0,4,1,0,1,0,1,0,0,0,0,1,0.35704174502413316,-0.17401548777162298,-0.0923378750352236,0.01373741171242994,0.008729536776565306,0.0,0.0,0.0,0
1.0,1,98.0,100.0,124.0,1.0,1.0,2,1,1,1,5,1125,15,15,1,1,1,2,2,1,1,1,122,118,4,0,1.48,57,955.0,7,1,1,1,1,1,1,0,0,0,1,0.22036508756921339,0.018556509957257057,0.02240011992121447,-0.049599573346840044,0.0676468037377499,0.21315523684553617,-0.15684775088879674,-0.013275317900089184,2
1.0,1,98.0,100.0,124.0,1.0,1.0,6,2,2,3,2,1125,7,7,1,1,1,1,1,4,1,1,122,118,4,0,0.68,66,968.0,7,1,1,1,1,1,1,0,0,0,1,0.22562787878153637,-0.02298466434924381,-0.03201790921823531,-0.011599395029507574,0.054780536343815744,0.20929857906244576,-0.15555882657430756,-0.019574823427066883,2
2.0,1,100.0,99.0,55.0,1.0,1.0,8,3,3,3,4,1125,6,6,1,1,1,1,1,1,1,0,54,54,0,0,0.6,42,0.0,5,1,1,1,1,1,1,0,0,0,1,0.4140863399843208,0.12367223046348935,-0.06821604696718278,0.22336300927549646,0.09233458215599231,0.0,0.0,0.0,1
1.0,1,100.0,99.0,40.0,1.0,1.0,4,1,1,2,1,365,0,0,5,5,5,5,5,5,5,1,24,24,0,0,0.0,45,0.0,9,1,1,1,1,1,1,0,0,0,1,0.29938084406620935,-0.03936041062769083,-0.023005898532640533,-0.05515315553601011,0.04738889199728811,0.0,0.0,0.0,1
1.0,1,99.0,99.0,2.0,1.0,1.0,6,3,3,3,3,1125,32,32,3,2,3,4,4,4,4,1,24,24,0,0,3.04,60,359.0,4,1,0,1,1,1,1,0,0,0,1,0.31651535335927294,0.03652212406180003,-0.025769115970542378,0.028842314137519046,-0.06596214076832842,0.05329679055743507,-0.08675834508873262,-0.027153517934549162,2
1.0,1,99.0,99.0,2.0,1.0,1.0,6,2,3,4,4,1125,32,32,3,2,2,3,4,3,3,1,24,24,0,0,3.25,62,205.0,4,1,0,1,1,1,1,0,0,0,1,0.3095805441763861,-0.07674655177780709,-0.06074383333283778,0.022043157240925846,-0.03519020638520099,0.1278031411887246,-0.14689212580522243,-0.009054473958843205,0
2.0,1,100.0,99.0,55.0,1.0,1.0,6,2,2,3,4,1125,3,3,1,1,1,1,1,1,1,0,54,54,0,0,0.36,42,0.0,5,1,1,1,1,1,1,0,0,0,1,0.24652200454661533,-0.10337953966782787,-0.05371228368760039,-0.07620113366036552,0.020983589707353048,0.0,0.0,0.0,0
1.0,1,97.0,99.0,26.0,1.0,1.0,8,3,4,4,5,182,24,24,2,2,2,1,1,2,2,1,10,10,0,0,2.22,50,0.0,5,1,1,1,1,1,1,0,0,0,1,0.28284707314202956,0.01641541878606319,-0.06432992656430413,-0.028705763760237105,-0.08462607447255109,0.0,0.0,0.0,2
1.0,1,99.0,100.0,79.0,1.0,1.0,4,1,6,2,1,365,31,31,1,1,1,1,1,1,1,1,2,2,0,0,2.92,47,0.0,8,1,0,1,0,0,1,0,0,0,1,0.16240104537173325,-0.02869010067379109,0.07659689418614157,-0.057078992153262724,-0.023384710539743767,0.0,0.0,0.0,2
1.0,1,100.0,97.0,11.0,1.0,1.0,3,1,1,1,1,1125,25,25,3,2,3,4,4,2,3,0,11,11,0,0,2.51,49,1000.0,4,1,0,1,1,1,1,0,0,0,1,0.37020056023043385,-0.1484473628635668,-0.03375239777073376,0.0507176029564239,-0.0402220750995323,0.14566494897985846,-0.047113306675114715,-0.004849868179324693,2
1.0,1,99.0,97.0,28.0,1.0,1.0,4,1,1,1,1,1125,7,7,4,2,3,1,2,4,4,1,3,3,0,0,0.72,49,546.0,3,1,0,1,0,0,1,0,0,0,1,0.3974521739172658,0.07223287028087319,-0.022306641685962074,0.07576850060499139,0.10828307587615622,0.12580465803393878,-0.12778410425385012,-0.025022547842982655,2
1.0,1,100.0,97.0,11.0,1.0,1.0,6,1,2,3,1,1125,56,56,3,3,3,4,4,3,3,0,11,11,0,0,5.71,43,1000.0,4,1,0,1,1,1,1,0,0,0,1,0.37020056023043385,-0.1484473628635668,-0.03375239777073376,0.0507176029564239,-0.0402220750995323,0.14566494897985846,-0.047113306675114715,-0.004849868179324693,2
1.0,1,100.0,100.0,0.0,1.0,1.0,14,3,5,5,4,1125,21,21,2,2,2,4,4,3,2,1,2,2,0,0,2.06,46,0.0,3,1,0,1,1,1,1,0,0,0,1,0.20407684485501218,0.02673327651642239,-0.019327956258746098,-0.08259036189758945,-0.07429396877451733,0.0,0.0,0.0,1
1.0,1,100.0,83.0,0.0,1.0,1.0,4,2,2,2,2,1125,23,23,4,4,3,4,4,4,3,1,1,1,0,0,2.25,32,231.0,6,1,0,1,1,1,1,0,0,0,1,0.2500339621012452,-0.03720926756761301,-7.335871103363457e-05,-0.0357647709235643,-0.10232207608462787,0.2342130154890951,0.0143667773880158,0.06111655450194855,2
1.0,1,100.0,96.0,13.0,1.0,1.0,6,2,2,3,4,90,10,10,2,1,1,1,2,4,2,1,13,13,0,0,1.0,50,521.0,7,1,0,1,0,0,0,0,0,0,1,0.3168286417623735,-0.11423885994998209,-0.02881548614247702,-0.03227046909859742,-0.036689689978191234,0.3235786812077809,-0.05584746467314765,-0.06973718208159538,0
1.0,1,100.0,96.0,1.0,1.0,1.0,6,3,3,4,3,365,27,27,3,4,3,3,3,2,3,1,2,2,0,0,2.83,47,615.0,6,1,1,1,1,1,1,0,0,0,1,0.33704550268205885,0.02751887115398541,0.03473220446460871,0.08177017439294969,-0.005894143235958799,0.41846695294187375,0.15367468761001224,-0.09634434431442263,0
1.0,2,100.0,75.0,4.0,1.0,1.0,2,1,1,1,2,10,6,6,2,1,1,4,4,1,2,0,1,0,1,0,0.64,50,74.0,6,1,0,1,0,0,1,0,0,0,1,0.1546014026123719,0.12609856678090026,0.05389474008439538,0.026982275044323333,-0.030496668341044864,0.026250054770626672,-0.023854048482858454,-0.015234218937899155,1
2.0,1,100.0,99.0,55.0,1.0,1.0,7,2,2,3,4,1125,2,2,1,1,1,1,1,1,1,0,54,54,0,0,0.21,49,253.0,5,1,1,1,1,1,1,0,0,0,1,0.249727227792122,0.09520268748469347,0.06580084386489361,0.1165169021896788,0.0389241961956717,0.35605047815687046,0.06398055236801947,-0.12529511138012203,1
1.0,1,99.0,98.0,49.0,1.0,1.0,6,2,2,3,2,180,30,30,2,1,1,3,1,3,1,1,48,48,0,0,2.8,33,1000.0,5,1,0,1,0,0,1,0,0,0,1,0.318000771527264,-0.039020515962237115,-0.02073280972310182,0.09600539277084488,-0.01627715543275135,0.5714864302577222,0.2190165019404502,-0.09218478408573111,2
1.0,1,98.0,100.0,12.0,1.0,1.0,5,1,1,2,1,1125,22,22,1,1,1,1,1,1,1,1,5,5,0,0,2.22,27,0.0,4,1,1,1,1,1,1,0,0,0,1,0.29092681588252833,-0.1490025058027532,-0.09499276830050907,-0.007905074435861208,0.012184972762444716,0.0,0.0,0.0,0
5.0,4,0.0,0.0,0.0,1.0,1.0,1,5,1,1,1,1,0,0,5,5,5,5,5,5,5,0,1,0,0,1,0.0,50,0.0,3,1,1,1,1,1,1,0,0,0,1,0.17231822291257712,-0.06190209807222387,-0.007546059313981973,-0.03497016612802602,-0.021954600819859206,0.0,0.0,0.0,0
1.0,1,99.0,99.0,2.0,1.0,1.0,4,2,2,2,3,1125,2,2,4,4,1,4,4,1,4,1,24,24,0,0,0.19,47,359.0,4,1,0,1,1,1,1,0,0,0,1,0.39912784383451744,-0.11053463317609019,-0.06663654937649896,-0.00860505438720697,-0.1392741007725744,0.05329679055743507,-0.08675834508873262,-0.027153517934549162,2
1.0,2,100.0,98.0,0.0,1.0,0.0,2,1,1,1,1,1125,28,28,3,4,3,4,3,1,3,0,1,0,1,0,2.83,49,491.0,3,1,0,1,0,0,0,0,0,0,1,0.22411089152034783,0.05331900120674266,-0.0005122235734454917,0.14124185033246758,-0.06505146301291757,0.12332911195611342,-0.10459276126255589,-0.006509023414792941,1
1.0,1,100.0,99.0,6.0,1.0,1.0,4,1,6,1,2,1125,32,32,2,2,2,1,1,1,2,1,2,2,0,0,3.71,16,0.0,8,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,100.0,100.0,0.0,1.0,1.0,4,1,6,1,3,365,52,52,2,2,2,1,2,3,3,1,1,1,0,0,4.88,41,586.0,3,1,0,0,0,0,1,0,0,0,1,0.2828144143874565,-0.04926084661251332,0.017693363534149076,-0.12110972630026538,-0.03184773462496058,0.18433833981711187,-0.034602886438769596,-0.04634299248239236,1
2.0,1,90.0,50.0,1.0,1.0,1.0,6,2,2,3,6,1125,0,0,5,5,5,5,5,5,5,0,3,3,0,0,0.0,48,159.0,4,1,0,1,1,1,1,0,0,0,1,0.364072152114853,0.01729366252183487,-0.015361910912961269,-0.0498107583128625,0.06256808110395191,0.4038556174067623,0.056924749450984004,-0.14901048390333232,2
1.0,1,100.0,93.0,3.0,1.0,1.0,6,1,1,2,1,1125,20,20,2,2,2,1,2,4,2,1,1,1,0,0,1.92,32,0.0,5,1,0,1,1,1,1,0,0,0,1,0.47046434199717685,-0.2627760559682035,-0.09647199977626038,0.01110608847051395,-0.019549334985668257,0.0,0.0,0.0,0
3.0,1,80.0,50.0,3.0,1.0,1.0,4,1,1,1,14,365,0,0,5,5,5,5,5,5,5,0,2,2,0,0,0.0,47,0.0,7,1,1,1,0,0,1,0,0,0,1,0.0835583967600906,0.06456651876494376,0.04673425206414898,-0.042064449313119916,-0.03315639876112852,0.0,0.0,0.0,1
1.0,2,100.0,100.0,0.0,1.0,0.0,2,1,1,1,2,1125,69,69,4,3,3,4,4,3,4,1,1,0,1,0,6.49,22,208.0,2,1,0,0,0,0,1,0,0,0,1,0.37336214408879737,-0.12587345839736558,-0.07690238004197826,0.08928583025872917,-0.06916642068633097,0.11304498167078521,-0.15926083168771862,0.018027147944827404,2
1.0,1,100.0,94.0,0.0,1.0,0.0,2,1,6,1,28,60,11,11,3,3,4,2,2,2,3,0,2,2,0,0,1.21,40,718.0,2,1,0,1,1,1,1,0,0,0,1,0.26471563980421337,-0.005635284593630467,0.06469223503650408,-1.0452855492302203e-05,-0.10244133579511493,0.1502752447056101,-0.05234480205241098,-0.04665170238728805,1
2.0,2,94.0,76.0,0.0,1.0,1.0,1,1,1,1,7,365,7,7,3,1,3,4,4,4,4,0,2,1,1,0,0.79,48,109.0,3,1,0,0,1,1,1,0,0,0,1,0.3014641705021175,-0.09047072113219973,-0.03243553245187919,0.06934584038881773,-0.07245581804126315,0.6813670363874994,0.3745121560822463,-0.0914528723375537,2
1.0,1,100.0,96.0,5.0,1.0,1.0,5,1,2,2,2,1125,12,12,1,1,2,2,4,2,3,0,4,4,0,0,1.15,29,252.0,5,1,0,1,0,0,1,0,0,0,1,0.20345942032197503,0.004256821712007248,0.04497141083532097,0.018309582006020633,-0.06757277686904022,0.17356430715524396,-0.12285051289552783,0.01917487968331144,1
3.0,1,80.0,50.0,3.0,1.0,1.0,4,1,1,1,13,180,0,0,5,5,5,5,5,5,5,0,2,2,0,0,0.0,47,0.0,7,1,0,1,0,0,1,0,0,0,1,0.11171595831139187,0.06087367385336222,0.0077087493772622535,0.006857089012017845,0.005345379227617338,0.0,0.0,0.0,0
1.0,1,100.0,85.0,0.0,1.0,1.0,12,2,3,5,4,180,12,12,2,1,4,2,1,1,2,0,2,2,0,0,1.24,50,1000.0,6,1,0,1,1,1,1,0,0,0,1,0.30640628229140693,-0.02595418987981915,-0.03401169399853632,0.0026128088386857475,-0.0471537362093188,0.2781724784346681,0.02257335191782093,-0.06035964620729324,1
1.0,1,99.0,92.0,10.0,1.0,1.0,2,1,1,1,2,60,21,21,2,1,2,1,1,2,1,0,13,13,0,0,1.93,50,0.0,7,1,0,0,0,0,1,0,0,0,1,0.10449750729670809,-0.11348694222889748,-0.08679827447695086,-0.029827238405937602,0.0560224376950341,0.0,0.0,0.0,0
2.0,1,100.0,78.0,2.0,1.0,1.0,6,1,2,3,2,365,3,3,1,1,1,4,4,1,1,0,3,3,0,0,0.29,50,251.0,10,1,0,1,0,0,0,0,0,0,1,0.15144418853679942,0.040369140398423556,0.0012238909277374926,0.022663401191580078,-0.04608140735299276,0.04765779928522213,-0.0677055649365316,-0.004507455729832319,2
1.0,1,100.0,91.0,5.0,1.0,1.0,13,2,4,5,4,1125,43,43,3,3,3,3,4,4,3,0,6,6,0,0,4.03,51,165.0,10,1,0,1,0,0,0,0,0,0,1,0.15585875278761538,0.0023213703007171076,-0.0004348759251544419,-0.05001342459598821,-0.03711816996622007,0.08144744712887209,-0.1269175883243932,0.008743701275288994,2
1.0,1,99.0,82.0,14.0,1.0,1.0,4,1,1,3,3,365,36,36,3,3,3,3,4,3,3,0,12,12,0,0,3.3,50,390.0,7,1,0,1,0,0,0,0,0,0,1,0.3555296755396079,-0.039461897998367954,0.014065542643220278,0.014756340966232736,-0.032703269990778404,0.08683202734635662,-0.12570483269010652,0.005754998699566357,2
1.0,1,100.0,89.0,5.0,1.0,1.0,4,1,2,2,25,90,6,6,4,2,2,2,2,4,3,0,5,5,0,0,0.59,49,260.0,3,1,0,1,1,1,1,0,0,0,1,0.22800180975824105,-0.134457624820624,-0.06979746353330779,-0.005512189409559942,-0.012190159252209,0.09882075907902436,-0.12352162848350685,0.024057559203886317,0
3.0,1,94.0,28.0,247.0,1.0,1.0,2,1,6,1,2,14,1,1,4,4,4,4,4,4,4,0,11,11,0,0,0.1,20,0.0,5,1,1,1,0,0,1,0,0,0,1,0.29920120705224496,-0.11771027571239351,-0.08474423410635128,-0.07532561056514289,-0.004097527486009859,0.0,0.0,0.0,0
1.0,2,90.0,94.0,1.0,1.0,1.0,4,1,6,2,1,29,4,4,4,4,4,4,4,4,2,1,2,0,2,0,0.55,26,195.0,4,1,1,1,1,1,1,0,0,0,1,0.23572666247149598,0.015876756108708277,0.082988386634477,0.05627629929216127,-0.0015000126106918933,0.03240816072605171,-0.037743294777124736,-0.02023640705770112,0
1.0,1,99.0,95.0,21.0,1.0,1.0,10,4,6,5,6,1125,0,0,5,5,5,5,5,5,5,1,20,20,0,0,0.0,36,57.0,5,1,1,1,1,1,1,0,0,0,1,0.2790215011423187,0.016517345824594173,-0.002702555924970312,0.029955367890603376,-0.034800133933350845,0.11779872738216147,-0.17658423381611893,0.04274705725745123,2
1.0,1,100.0,97.0,1.0,1.0,1.0,3,1,1,1,1,1125,41,41,2,2,1,1,2,1,2,1,5,5,0,0,4.77,50,81.0,6,1,1,1,1,1,1,0,0,0,1,0.169658333014249,-0.01295280647993503,0.05335475912423686,-0.09002898977941777,-0.04335638070641947,0.0791575233663492,-0.12354846028788297,0.009348282557519431,2
1.0,1,100.0,99.0,8.0,1.0,1.0,2,1,6,1,1,7,17,17,2,2,3,4,2,4,2,1,5,5,0,0,2.05,23,156.0,8,1,0,0,0,0,0,0,0,0,1,0.35498022075912666,-0.1251050679183452,-0.019268240427279287,-0.018776631918056334,0.027023928107022716,0.3581366994253447,0.012420797840651303,-0.006499245057227682,0
1.0,1,99.0,95.0,21.0,1.0,1.0,6,2,3,3,5,1125,11,11,2,1,4,4,2,1,3,1,20,20,0,0,1.04,50,529.0,5,1,1,1,1,1,1,0,0,0,1,0.15022300926363266,0.07463630075376756,0.08787724502358028,-0.027071143289931182,-0.06019166910130936,0.41385869017201865,0.15904076470456358,-0.0823474807133741,1
1.0,1,100.0,96.0,46.0,1.0,1.0,2,1,1,1,2,90,41,41,3,3,3,4,3,2,4,1,56,56,0,0,3.87,39,0.0,9,0,0,1,0,0,1,0,0,0,1,0.27248025440478213,-0.09705589275640535,-0.005454114418844982,0.017016363829141803,-0.03827132435066757,0.0,0.0,0.0,1
1.0,1,100.0,95.0,0.0,1.0,1.0,6,1,2,3,3,1125,31,31,1,1,1,1,1,1,2,0,1,1,0,0,3.33,50,590.0,8,1,0,1,0,0,0,0,0,0,1,0.17821734468899425,0.09268031225231653,0.039357908820358445,0.08901105979028198,0.025079278065499658,0.1842631702223203,-0.17499985882231187,-0.008152787993619872,1
4.0,1,0.0,75.0,0.0,1.0,1.0,6,2,3,3,4,1125,7,7,1,1,1,1,1,1,1,0,1,1,0,0,0.67,18,0.0,1,1,1,1,1,1,1,0,0,0,1,0.23967154715588992,-0.0632104912739456,0.0030841985723591694,-0.0233570228831138,0.01928888509098662,0.0,0.0,0.0,0
4.0,2,29.0,69.0,2.0,1.0,1.0,2,1,1,1,1,7,2,2,1,1,4,1,1,4,4,0,4,0,4,0,0.29,48,0.0,5,1,0,1,1,1,1,0,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2
1.0,1,100.0,88.0,1.0,1.0,1.0,2,1,1,1,2,40,4,4,4,4,4,4,4,4,4,1,1,1,0,0,2.18,49,77.0,9,1,0,0,0,0,1,0,0,0,1,0.2132883401221047,-0.046611245499642344,-0.04031518125777426,-0.004148511236023776,-0.05339771453990293,0.22404398667633438,-0.04375561478796414,-0.05849944199955104,2
1.0,1,100.0,100.0,12.0,1.0,1.0,4,1,1,4,1,365,22,22,3,2,2,1,2,1,2,0,10,10,0,0,3.4,43,1000.0,4,1,0,1,1,1,1,0,0,0,1,0.38683155289408283,-0.141273478944423,-0.08202296072753726,0.02137143063191102,-0.06858796743087656,0.4067175417492237,0.17656116226531957,-0.06539524316653011,0
1.0,1,100.0,91.0,0.0,1.0,0.0,6,2,3,3,5,31,16,16,3,4,3,4,4,1,2,0,1,1,0,0,1.57,50,0.0,2,1,0,1,1,1,1,0,0,0,1,0.21862987888135474,0.054893976597479445,-0.00554464455262923,-0.04427133096240935,-0.09989108116224144,0.0,0.0,0.0,0
